loanAmnt,term,id
15000,5,8413
15000,3,8414
20000,3,8415
2400,3,8416
20000,3,8417
16000,3,8418
13000,3,8419
5000,3,8420
6000,3,8421
20000,5,8422
10000,3,8423
28500,5,8424
28000,3,8425
22025,3,8426
6000,3,8427
15000,3,8428
12000,5,8429
30000,5,8430
10000,3,8431
28625,5,8432
7800,3,8433
17000,5,8434
21950,3,8435
21000,3,8436
4500,3,8437
10800,3,8438
29100,3,8439
5000,3,8440
10000,3,8441
5000,3,8442
8400,3,8443
28000,5,8444
25000,5,8445
15050,3,8446
11200,3,8447
1000,3,8448
7000,3,8449
12000,3,8450
15000,3,8451
1700,3,8452
14000,5,8453
10000,5,8454
13000,3,8455
7200,3,8456
5000,3,8457
5250,3,8458
11125,3,8459
15000,3,8460
24000,5,8461
22825,5,8462
7000,3,8463
4000,3,8464
40000,3,8465
15000,5,8466
15000,3,8467
10000,3,8468
24000,3,8469
12600,3,8470
12000,3,8471
7000,3,8472
28000,3,8473
24175,5,8474
18000,5,8475
24375,3,8476
5000,3,8477
19600,5,8478
15000,3,8479
10500,3,8480
5400,3,8481
3000,3,8482
2625,3,8483
35000,3,8484
10000,3,8485
20000,3,8486
13750,3,8487
7200,3,8488
10800,3,8489
17000,3,8490
20000,3,8491
4000,3,8492
3500,3,8493
8325,3,8494
12000,5,8495
12000,3,8496
25050,5,8497
12000,5,8498
10000,3,8499
16000,3,8500
15000,3,8501
28000,3,8502
18000,3,8503
15000,5,8504
11100,3,8505
5000,3,8506
35000,5,8507
12000,5,8508
13000,5,8509
7000,3,8510
24000,3,8511
9975,3,8512
14000,3,8513
1000,3,8514
8000,3,8515
7000,3,8516
5000,3,8517
12000,3,8518
8800,3,8519
7225,3,8520
27750,3,8521
2500,3,8522
28000,5,8523
20000,5,8524
5000,3,8525
15500,3,8526
30550,5,8527
16800,3,8528
12000,5,8529
8000,3,8530
12000,3,8531
5000,3,8532
3000,3,8533
9250,3,8534
30000,3,8535
4000,3,8536
10000,3,8537
30000,3,8538
6000,3,8539
7000,3,8540
17600,3,8541
10000,3,8542
1500,3,8543
8000,3,8544
15000,3,8545
25600,5,8546
6000,3,8547
18000,3,8548
8000,3,8549
15000,3,8550
30000,3,8551
4800,3,8552
18000,5,8553
15000,3,8554
35000,3,8555
12000,3,8556
18000,5,8557
7800,3,8558
4000,3,8559
8400,3,8560
25000,3,8561
24000,3,8562
5000,3,8563
20000,5,8564
10000,3,8565
13400,3,8566
7000,3,8567
19850,5,8568
20000,3,8569
21900,5,8570
17000,5,8571
6000,3,8572
5500,3,8573
8700,3,8574
25000,3,8575
20000,5,8576
5000,3,8577
35000,3,8578
4000,3,8579
2800,3,8580
25000,5,8581
13500,5,8582
15000,5,8583
35000,3,8584
8000,3,8585
20000,5,8586
9000,3,8587
7025,3,8588
6000,3,8589
20000,3,8590
24000,5,8591
10000,3,8592
10000,3,8593
3600,3,8594
4800,3,8595
16800,5,8596
10000,3,8597
3000,3,8598
10200,3,8599
21000,5,8600
11000,3,8601
21000,5,8602
12000,3,8603
30000,5,8604
3000,3,8605
4500,3,8606
3000,3,8607
28000,3,8608
24000,3,8609
7500,3,8610
10000,3,8611
40000,3,8612
2500,3,8613
10000,3,8614
31600,5,8615
26000,5,8616
6500,3,8617
15000,5,8618
23675,5,8619
1600,3,8620
11500,5,8621
5000,3,8622
35000,3,8623
11850,3,8624
14775,5,8625
5000,3,8626
27975,5,8627
9600,3,8628
20000,3,8629
12600,3,8630
17950,3,8631
24900,3,8632
10500,3,8633
27000,3,8634
3625,3,8635
9000,3,8636
25000,3,8637
7000,3,8638
25000,5,8639
24000,3,8640
14000,3,8641
20000,3,8642
12000,3,8643
20000,3,8644
4000,3,8645
24000,3,8646
15350,3,8647
8500,3,8648
35000,3,8649
12000,3,8650
15000,3,8651
10000,3,8652
18000,3,8653
10000,3,8654
3000,3,8655
7425,3,8656
20000,3,8657
10000,3,8658
10700,5,8659
24000,5,8660
10000,3,8661
17500,3,8662
35000,3,8663
35000,5,8664
8000,3,8665
10000,3,8666
7000,3,8667
20275,3,8668
12000,3,8669
10000,3,8670
7000,3,8671
11000,3,8672
10000,3,8673
13825,5,8674
16000,3,8675
19075,3,8676
7500,3,8677
28000,3,8678
1000,3,8679
13000,3,8680
16000,5,8681
3600,3,8682
9600,3,8683
10000,3,8684
30000,3,8685
12000,5,8686
24000,3,8687
2000,3,8688
9000,3,8689
14400,5,8690
15000,5,8691
12600,5,8692
3000,3,8693
18000,3,8694
8875,3,8695
10625,5,8696
17000,3,8697
25000,5,8698
11000,3,8699
25000,5,8700
4000,3,8701
15000,3,8702
3000,5,8703
15000,3,8704
35000,3,8705
6600,3,8706
20000,5,8707
25000,5,8708
6000,3,8709
6000,3,8710
10000,3,8711
19350,5,8712
18000,5,8713
10000,3,8714
11500,3,8715
8000,3,8716
16000,3,8717
35000,3,8718
12000,3,8719
5000,3,8720
2000,3,8721
10500,3,8722
19750,3,8723
26000,3,8724
11800,3,8725
28800,3,8726
4000,3,8727
20000,5,8728
11000,3,8729
20000,5,8730
15000,3,8731
12000,3,8732
15000,3,8733
9600,3,8734
21000,3,8735
14500,3,8736
10500,5,8737
36400,3,8738
8400,3,8739
35000,3,8740
18000,3,8741
28000,3,8742
8000,3,8743
32900,5,8744
12800,3,8745
30000,3,8746
4000,3,8747
5600,3,8748
12000,3,8749
6500,3,8750
5575,3,8751
8000,3,8752
15100,3,8753
9600,3,8754
10000,3,8755
1000,3,8756
1200,3,8757
9600,3,8758
5650,3,8759
33550,3,8760
5600,3,8761
29000,3,8762
7500,3,8763
8500,3,8764
30000,3,8765
12000,5,8766
13000,3,8767
9475,3,8768
8000,3,8769
5600,3,8770
24000,3,8771
20000,3,8772
4000,3,8773
10000,5,8774
40000,3,8775
6000,3,8776
22375,3,8777
2825,3,8778
12000,3,8779
5000,3,8780
15000,5,8781
16000,3,8782
15300,3,8783
5000,3,8784
6500,3,8785
10000,3,8786
25200,5,8787
10000,3,8788
7000,3,8789
16000,5,8790
16000,3,8791
19375,5,8792
35000,3,8793
11000,5,8794
30000,3,8795
28000,3,8796
5000,3,8797
2500,3,8798
18000,3,8799
22850,5,8800
38400,3,8801
3500,3,8802
10000,3,8803
15000,5,8804
24000,3,8805
12000,3,8806
18000,3,8807
6000,3,8808
12800,3,8809
2100,3,8810
16000,3,8811
28000,3,8812
6000,3,8813
13150,3,8814
9100,3,8815
10000,5,8816
10475,3,8817
12000,3,8818
12000,3,8819
8000,3,8820
19000,3,8821
10000,3,8822
9875,3,8823
20650,3,8824
22000,3,8825
28000,5,8826
30000,5,8827
12250,3,8828
18200,5,8829
35000,3,8830
15000,3,8831
6000,3,8832
24600,5,8833
15000,5,8834
25000,3,8835
9925,3,8836
11200,5,8837
17000,5,8838
10000,3,8839
19750,5,8840
15000,3,8841
4200,3,8842
5000,3,8843
20000,3,8844
12000,3,8845
8000,3,8846
16000,3,8847
5000,3,8848
8000,3,8849
12000,3,8850
10500,3,8851
12500,3,8852
11000,3,8853
10000,3,8854
30000,5,8855
3000,3,8856
23900,3,8857
7000,3,8858
25000,3,8859
10000,3,8860
3650,3,8861
6000,3,8862
20000,3,8863
6000,3,8864
24000,3,8865
12000,3,8866
35000,5,8867
38000,5,8868
20000,3,8869
30000,3,8870
7200,3,8871
3925,3,8872
16000,5,8873
1000,3,8874
12000,3,8875
34000,3,8876
3600,3,8877
35000,3,8878
12000,3,8879
3500,3,8880
14000,5,8881
10000,3,8882
10000,3,8883
12000,5,8884
16000,5,8885
3000,3,8886
15000,5,8887
15000,5,8888
15000,5,8889
6000,3,8890
6000,3,8891
4800,3,8892
16500,3,8893
24000,5,8894
30000,3,8895
8000,3,8896
35000,3,8897
30000,5,8898
9600,3,8899
28000,5,8900
14000,3,8901
35000,3,8902
35000,3,8903
5000,3,8904
4800,3,8905
15000,3,8906
8000,3,8907
24500,3,8908
5500,3,8909
15000,3,8910
6000,3,8911
12000,3,8912
18000,3,8913
10000,3,8914
11000,3,8915
6650,3,8916
35000,3,8917
8500,3,8918
5000,3,8919
23000,3,8920
19750,3,8921
15100,3,8922
6500,3,8923
15000,5,8924
16000,3,8925
20325,3,8926
6400,3,8927
18000,5,8928
16000,5,8929
10000,3,8930
8400,3,8931
5000,3,8932
8400,3,8933
5000,3,8934
15000,3,8935
2800,3,8936
15000,3,8937
11000,3,8938
15000,3,8939
13000,3,8940
20000,3,8941
9600,3,8942
16000,5,8943
15000,3,8944
10000,3,8945
21150,3,8946
5000,3,8947
10000,3,8948
4000,3,8949
7500,3,8950
12000,3,8951
35000,5,8952
6000,3,8953
11500,5,8954
20000,5,8955
9800,3,8956
20000,5,8957
5600,3,8958
35000,5,8959
24000,3,8960
5000,3,8961
10000,3,8962
20000,5,8963
16000,5,8964
30000,3,8965
2000,5,8966
24500,5,8967
12000,5,8968
7200,3,8969
35000,3,8970
18000,3,8971
22400,3,8972
10500,3,8973
4000,3,8974
16000,3,8975
12000,5,8976
2500,3,8977
29300,5,8978
7000,3,8979
24000,3,8980
10000,3,8981
24000,3,8982
13000,3,8983
19200,5,8984
20000,3,8985
18000,3,8986
12000,3,8987
11500,3,8988
21000,3,8989
8800,3,8990
8000,3,8991
6500,3,8992
10000,3,8993
40000,5,8994
11200,3,8995
12000,3,8996
15125,3,8997
5000,3,8998
21000,5,8999
24000,5,9000
10000,3,9001
24450,5,9002
28000,3,9003
6500,3,9004
6000,3,9005
15000,3,9006
12550,3,9007
11500,5,9008
28000,3,9009
7000,3,9010
12000,3,9011
35000,3,9012
8000,3,9013
7225,3,9014
9600,3,9015
8000,3,9016
15600,3,9017
6000,3,9018
17400,5,9019
16200,5,9020
11700,5,9021
18000,3,9022
15000,3,9023
24000,3,9024
7600,3,9025
3000,3,9026
19900,3,9027
19800,5,9028
15000,3,9029
7000,3,9030
17400,5,9031
22000,3,9032
14000,3,9033
8000,3,9034
6000,3,9035
7500,3,9036
15000,3,9037
5950,3,9038
35000,5,9039
9250,3,9040
18000,5,9041
35000,3,9042
14000,5,9043
15000,3,9044
5500,3,9045
20000,3,9046
3400,3,9047
2400,3,9048
2000,3,9049
10000,3,9050
12450,3,9051
12000,3,9052
13250,3,9053
2975,3,9054
20000,3,9055
11000,5,9056
15000,3,9057
10500,3,9058
35000,5,9059
30000,3,9060
15000,3,9061
24000,5,9062
32000,3,9063
15000,5,9064
6025,3,9065
24000,3,9066
8125,3,9067
1000,3,9068
16500,5,9069
6000,3,9070
13000,3,9071
7200,3,9072
14300,5,9073
7500,3,9074
30000,3,9075
12000,5,9076
6000,3,9077
40000,3,9078
11200,3,9079
17000,3,9080
14000,3,9081
20000,5,9082
7200,3,9083
8400,3,9084
18000,5,9085
28000,3,9086
35000,5,9087
25000,5,9088
15175,5,9089
12000,3,9090
17000,5,9091
7225,3,9092
14500,5,9093
18000,5,9094
5000,3,9095
10075,3,9096
10000,3,9097
10000,3,9098
15000,3,9099
28000,3,9100
3500,3,9101
12000,3,9102
7200,3,9103
18000,3,9104
4000,3,9105
28000,3,9106
35000,3,9107
9000,3,9108
5000,3,9109
15000,3,9110
10000,3,9111
15000,3,9112
10000,3,9113
15000,5,9114
12000,3,9115
10000,3,9116
20500,5,9117
8000,3,9118
15750,3,9119
10000,3,9120
25000,3,9121
1000,3,9122
9500,3,9123
1000,3,9124
5000,3,9125
13000,5,9126
15000,3,9127
24000,3,9128
10000,3,9129
7000,3,9130
28000,5,9131
15000,3,9132
3000,3,9133
19750,5,9134
35000,5,9135
25000,3,9136
17000,3,9137
10000,3,9138
3600,3,9139
12000,3,9140
11700,5,9141
12000,5,9142
10800,5,9143
8300,3,9144
14400,5,9145
8000,3,9146
8000,3,9147
4600,3,9148
24500,5,9149
12000,3,9150
7200,3,9151
23075,5,9152
5000,3,9153
20000,5,9154
12000,3,9155
9600,3,9156
10000,3,9157
14000,5,9158
30000,3,9159
1375,3,9160
9000,3,9161
12000,5,9162
24925,3,9163
8000,3,9164
28000,3,9165
8250,3,9166
30125,5,9167
11000,3,9168
24000,3,9169
4000,3,9170
8800,3,9171
10000,3,9172
10000,3,9173
10000,3,9174
3500,3,9175
30000,3,9176
10000,3,9177
24000,3,9178
5000,3,9179
12000,3,9180
23000,3,9181
16000,3,9182
12000,3,9183
1950,3,9184
11000,3,9185
15000,3,9186
8000,3,9187
29175,5,9188
17000,3,9189
2800,3,9190
13000,3,9191
5000,3,9192
12000,5,9193
5000,3,9194
18000,5,9195
16000,3,9196
5000,3,9197
5000,3,9198
27000,5,9199
10000,3,9200
6000,3,9201
9000,3,9202
8800,3,9203
8000,3,9204
15000,3,9205
10000,3,9206
5000,3,9207
10000,3,9208
25000,3,9209
11200,5,9210
6625,3,9211
5500,3,9212
15000,3,9213
7500,3,9214
23925,3,9215
14400,3,9216
20000,3,9217
25000,3,9218
3825,3,9219
15000,3,9220
22000,5,9221
21125,5,9222
20000,3,9223
40000,3,9224
6000,3,9225
32000,3,9226
4200,3,9227
3250,3,9228
19800,5,9229
18000,3,9230
3000,3,9231
25000,3,9232
8000,3,9233
29175,5,9234
7500,3,9235
14400,3,9236
11200,3,9237
24350,3,9238
19200,3,9239
29450,5,9240
10000,3,9241
13800,3,9242
35000,5,9243
3000,3,9244
6900,3,9245
6000,3,9246
30000,3,9247
7500,3,9248
18000,3,9249
20000,3,9250
14000,5,9251
12000,5,9252
11200,3,9253
30000,5,9254
6400,3,9255
15000,3,9256
18000,3,9257
23000,3,9258
10000,5,9259
20000,5,9260
19750,5,9261
15000,3,9262
11000,3,9263
5550,3,9264
12000,5,9265
8500,3,9266
6400,3,9267
13475,3,9268
20000,5,9269
8000,3,9270
9075,3,9271
30000,3,9272
40000,5,9273
17175,3,9274
3000,3,9275
15000,3,9276
13000,3,9277
9000,3,9278
15000,3,9279
17275,5,9280
4000,3,9281
35000,5,9282
8025,3,9283
15000,3,9284
25000,3,9285
25000,3,9286
18000,3,9287
14000,3,9288
20000,3,9289
1800,3,9290
8000,3,9291
2400,3,9292
15000,3,9293
10000,3,9294
35000,5,9295
2700,3,9296
7200,5,9297
3000,3,9298
13625,3,9299
5500,3,9300
35000,3,9301
6000,3,9302
7000,3,9303
11850,3,9304
1000,3,9305
12000,3,9306
14000,5,9307
25000,5,9308
10000,5,9309
21600,3,9310
40000,3,9311
10000,3,9312
20000,3,9313
15000,5,9314
6000,3,9315
14400,5,9316
3600,3,9317
2800,3,9318
24000,5,9319
5500,3,9320
28325,5,9321
35000,3,9322
9000,3,9323
12100,5,9324
24250,3,9325
10000,3,9326
7725,3,9327
6000,3,9328
6400,3,9329
12000,3,9330
20000,5,9331
6000,3,9332
15550,3,9333
2500,3,9334
8000,3,9335
15000,3,9336
5300,3,9337
10000,3,9338
18825,3,9339
33000,3,9340
9600,3,9341
6500,3,9342
15000,3,9343
22075,5,9344
3500,3,9345
8000,3,9346
6500,3,9347
5000,3,9348
24000,3,9349
27000,3,9350
3200,3,9351
18000,3,9352
10000,3,9353
11850,3,9354
28000,5,9355
6800,3,9356
5000,3,9357
5000,3,9358
8000,3,9359
11525,3,9360
23850,3,9361
6000,3,9362
10000,3,9363
7000,3,9364
30000,3,9365
24000,3,9366
15000,3,9367
9925,3,9368
24000,3,9369
35000,5,9370
5000,3,9371
11175,3,9372
5000,3,9373
20000,5,9374
4000,3,9375
15000,3,9376
22875,5,9377
12000,3,9378
10000,5,9379
1000,3,9380
10725,3,9381
8000,3,9382
18000,5,9383
16000,3,9384
20000,5,9385
16000,3,9386
8000,3,9387
12000,3,9388
8000,3,9389
28000,5,9390
25950,5,9391
30000,3,9392
8000,3,9393
20000,3,9394
25975,5,9395
12000,5,9396
24000,5,9397
8000,3,9398
8000,3,9399
20000,3,9400
2150,3,9401
16800,3,9402
14025,3,9403
15000,3,9404
4000,3,9405
10800,3,9406
24000,3,9407
10825,5,9408
10000,3,9409
15250,3,9410
5000,3,9411
15000,3,9412
12000,3,9413
28000,5,9414
13000,3,9415
20000,3,9416
15000,3,9417
10000,5,9418
3200,3,9419
35000,3,9420
10000,3,9421
18600,5,9422
16000,5,9423
12000,3,9424
15000,3,9425
5075,3,9426
7000,3,9427
1000,3,9428
7000,3,9429
18000,3,9430
32000,3,9431
5000,3,9432
26500,5,9433
15000,3,9434
8000,3,9435
15000,3,9436
10000,3,9437
24000,3,9438
35000,3,9439
28000,3,9440
7000,3,9441
10000,3,9442
13775,3,9443
10000,5,9444
27525,5,9445
17000,3,9446
20000,3,9447
20000,5,9448
8700,3,9449
24000,3,9450
20400,3,9451
8600,5,9452
13000,3,9453
6000,3,9454
28250,5,9455
12600,5,9456
11400,5,9457
5000,3,9458
28000,5,9459
6000,3,9460
14000,3,9461
4800,3,9462
14000,5,9463
11000,3,9464
3500,3,9465
8550,3,9466
31100,5,9467
10800,5,9468
25200,5,9469
10000,3,9470
20000,5,9471
23925,3,9472
6000,3,9473
9600,3,9474
10000,3,9475
6000,3,9476
2800,3,9477
4000,3,9478
2500,3,9479
12600,3,9480
28000,5,9481
6000,3,9482
6000,3,9483
9000,3,9484
7000,3,9485
7000,3,9486
8800,3,9487
40000,5,9488
15000,3,9489
15600,5,9490
16000,3,9491
4800,3,9492
15000,3,9493
15000,3,9494
10750,3,9495
36000,5,9496
10450,3,9497
25000,5,9498
9000,3,9499
15000,3,9500
30000,3,9501
24000,5,9502
18200,5,9503
18000,5,9504
8000,3,9505
12000,3,9506
4000,3,9507
1600,3,9508
12000,3,9509
35000,3,9510
8000,3,9511
18000,3,9512
4000,3,9513
21000,3,9514
12000,3,9515
19200,5,9516
15000,3,9517
3500,3,9518
12000,3,9519
10000,3,9520
5000,3,9521
5150,3,9522
12000,3,9523
30000,3,9524
12000,3,9525
10000,5,9526
20500,5,9527
14000,3,9528
1000,3,9529
30000,3,9530
8000,3,9531
33000,3,9532
9450,3,9533
25000,5,9534
10000,3,9535
18000,3,9536
14975,5,9537
2400,3,9538
2500,3,9539
11200,5,9540
20000,5,9541
6425,3,9542
15000,3,9543
18000,3,9544
5500,3,9545
24000,5,9546
28000,3,9547
8000,3,9548
15000,3,9549
25000,3,9550
1200,3,9551
2000,3,9552
15000,3,9553
11000,3,9554
3000,3,9555
12000,3,9556
15000,5,9557
10000,3,9558
8000,3,9559
16500,3,9560
5000,3,9561
10000,3,9562
10550,5,9563
30000,3,9564
10000,3,9565
9000,3,9566
7000,3,9567
10000,3,9568
7200,3,9569
3650,3,9570
16000,5,9571
13000,5,9572
18000,3,9573
28000,3,9574
12000,3,9575
8000,3,9576
20000,5,9577
12000,5,9578
3000,3,9579
8000,3,9580
25000,5,9581
35000,3,9582
21000,3,9583
16375,5,9584
6000,3,9585
20000,3,9586
25600,3,9587
10000,3,9588
2000,3,9589
12000,3,9590
10000,3,9591
17600,3,9592
6000,3,9593
23000,3,9594
24000,3,9595
9900,3,9596
13000,3,9597
12000,5,9598
4000,3,9599
30000,5,9600
3000,3,9601
18000,3,9602
12000,3,9603
13000,5,9604
15000,5,9605
5000,3,9606
7000,3,9607
15000,3,9608
10550,5,9609
17000,3,9610
8000,3,9611
2400,3,9612
16500,3,9613
20050,3,9614
1500,3,9615
12500,3,9616
35000,3,9617
16200,3,9618
11000,3,9619
8000,3,9620
15000,3,9621
30000,3,9622
10000,3,9623
12000,3,9624
21000,5,9625
20000,5,9626
1000,3,9627
4200,3,9628
5500,3,9629
2375,3,9630
7000,3,9631
10200,3,9632
20000,3,9633
1600,3,9634
5000,3,9635
9000,3,9636
3000,3,9637
40000,3,9638
6000,3,9639
10800,5,9640
4450,3,9641
17500,5,9642
35000,3,9643
3600,3,9644
25000,3,9645
6000,3,9646
3000,3,9647
10000,3,9648
35000,3,9649
15000,3,9650
2400,3,9651
15000,3,9652
17000,3,9653
9000,3,9654
10000,3,9655
16000,5,9656
6000,3,9657
15175,5,9658
9000,3,9659
40000,5,9660
11000,5,9661
24000,3,9662
15300,3,9663
7000,3,9664
12000,3,9665
24000,3,9666
6400,3,9667
15000,3,9668
6800,3,9669
35000,5,9670
13000,3,9671
24000,3,9672
16000,3,9673
3750,3,9674
8950,3,9675
28575,3,9676
30000,3,9677
20500,5,9678
4200,3,9679
4475,3,9680
10000,3,9681
10000,3,9682
7500,3,9683
13075,3,9684
10000,3,9685
11200,3,9686
12000,5,9687
4275,5,9688
35000,5,9689
20000,3,9690
15000,3,9691
26000,3,9692
30000,3,9693
3000,3,9694
35000,3,9695
14000,3,9696
30000,3,9697
25000,3,9698
30000,5,9699
6275,3,9700
6000,3,9701
30000,3,9702
12000,3,9703
5600,3,9704
3025,3,9705
9200,3,9706
1800,3,9707
3000,3,9708
12000,5,9709
12000,3,9710
8000,3,9711
15000,3,9712
8000,3,9713
1000,3,9714
12700,3,9715
14400,5,9716
12600,5,9717
12000,3,9718
21000,5,9719
20000,3,9720
24000,3,9721
13000,3,9722
13000,3,9723
8575,3,9724
3000,3,9725
3000,3,9726
16000,3,9727
30000,3,9728
9375,3,9729
30000,5,9730
2000,3,9731
7500,3,9732
5000,3,9733
33150,3,9734
8000,3,9735
15000,3,9736
15000,3,9737
11200,5,9738
15000,3,9739
7200,3,9740
6400,3,9741
20000,3,9742
35000,3,9743
18000,3,9744
28000,3,9745
7000,3,9746
8000,3,9747
20000,5,9748
4200,3,9749
31950,5,9750
25000,3,9751
35000,3,9752
23200,5,9753
12000,3,9754
3600,3,9755
20000,3,9756
8200,3,9757
23400,5,9758
24000,5,9759
9000,3,9760
12800,5,9761
11400,3,9762
18000,3,9763
9150,3,9764
15000,3,9765
7000,3,9766
18000,3,9767
8000,3,9768
2000,3,9769
2800,3,9770
2000,3,9771
30000,5,9772
10000,3,9773
30000,5,9774
11000,5,9775
5675,3,9776
12000,3,9777
24000,3,9778
17600,5,9779
5900,3,9780
5000,3,9781
8000,3,9782
7675,3,9783
6400,3,9784
3000,3,9785
16000,5,9786
7000,3,9787
10000,3,9788
6625,3,9789
1000,3,9790
5000,3,9791
13500,5,9792
6000,3,9793
5600,3,9794
19750,3,9795
1200,3,9796
10000,3,9797
16075,3,9798
10500,3,9799
15000,3,9800
21200,5,9801
35000,3,9802
7000,3,9803
19200,3,9804
15000,3,9805
6000,3,9806
10000,3,9807
15000,5,9808
2000,3,9809
20000,3,9810
10000,5,9811
15000,3,9812
25000,3,9813
30000,5,9814
28000,3,9815
23075,3,9816
7000,3,9817
14400,5,9818
16000,5,9819
25000,3,9820
10000,5,9821
10000,3,9822
16800,3,9823
20000,3,9824
12600,3,9825
20000,3,9826
14400,3,9827
5600,3,9828
5650,3,9829
6000,3,9830
24000,3,9831
4000,3,9832
20000,5,9833
4000,3,9834
25000,3,9835
1600,3,9836
8225,3,9837
13000,3,9838
10000,3,9839
18775,5,9840
24000,3,9841
20000,3,9842
33300,3,9843
4000,3,9844
25450,5,9845
15475,3,9846
2800,3,9847
6025,3,9848
19500,5,9849
21000,3,9850
11200,5,9851
2000,3,9852
35000,5,9853
10000,3,9854
10000,3,9855
9000,3,9856
15000,3,9857
26200,5,9858
10000,3,9859
35000,3,9860
20000,3,9861
12275,3,9862
30000,5,9863
18625,3,9864
18000,3,9865
8750,3,9866
7500,3,9867
9000,3,9868
2175,3,9869
7000,3,9870
3200,3,9871
30000,3,9872
12800,3,9873
35000,5,9874
16800,3,9875
5000,3,9876
13600,3,9877
1500,3,9878
25000,5,9879
10000,3,9880
9000,3,9881
11500,3,9882
7500,3,9883
9600,3,9884
12000,5,9885
15000,3,9886
17000,5,9887
27425,5,9888
15000,3,9889
5000,3,9890
26575,5,9891
1500,3,9892
28000,3,9893
3500,3,9894
3500,3,9895
15000,3,9896
8200,3,9897
25000,3,9898
7625,3,9899
34000,3,9900
12000,3,9901
15000,3,9902
5000,3,9903
15000,3,9904
15000,3,9905
2950,3,9906
12000,3,9907
4750,3,9908
4000,3,9909
24000,3,9910
20000,3,9911
16000,5,9912
14000,3,9913
20000,5,9914
12600,5,9915
30000,3,9916
10000,3,9917
10000,3,9918
12000,3,9919
19000,3,9920
11500,3,9921
18000,5,9922
20000,3,9923
8250,3,9924
12000,3,9925
8000,3,9926
5000,3,9927
35000,5,9928
24875,3,9929
15000,5,9930
4450,3,9931
4000,3,9932
3600,3,9933
10000,3,9934
5500,3,9935
30000,3,9936
1625,3,9937
21600,5,9938
15000,3,9939
5000,3,9940
24000,5,9941
6750,3,9942
10000,5,9943
15000,3,9944
15000,5,9945
24500,3,9946
12000,5,9947
6000,3,9948
20000,3,9949
7575,3,9950
15000,5,9951
14400,3,9952
18000,5,9953
6000,3,9954
14000,3,9955
12000,3,9956
18000,3,9957
5000,3,9958
19575,5,9959
4000,3,9960
20000,5,9961
28000,5,9962
15000,3,9963
28000,3,9964
3500,3,9965
12000,5,9966
10000,3,9967
16000,5,9968
6000,3,9969
8000,3,9970
30000,5,9971
14000,5,9972
13850,3,9973
8400,3,9974
8000,3,9975
21000,3,9976
35000,5,9977
14000,5,9978
4275,3,9979
7000,3,9980
35000,5,9981
20000,5,9982
20000,3,9983
28800,3,9984
10000,3,9985
17400,3,9986
21550,3,9987
7300,3,9988
21600,3,9989
7200,3,9990
6150,3,9991
11025,3,9992
6000,3,9993
4000,3,9994
16000,3,9995
16000,5,9996
11200,5,9997
16000,5,9998
25000,3,9999
35000,5,0
18000,5,1
12000,5,2
11000,3,3
3000,3,4
11000,3,5
2050,3,6
11500,3,7
12000,3,8
6500,3,9
5600,3,10
5000,3,11
19200,3,12
24000,3,13
16000,3,14
6000,3,15
10375,5,16
5500,3,17
6000,3,18
20000,5,19
15500,5,20
3000,3,21
13025,3,22
20000,3,23
18000,5,24
15000,3,25
15000,3,26
5000,3,27
8425,3,28
6350,3,29
10000,3,30
25000,3,31
10000,3,32
8000,3,33
8000,3,34
18000,3,35
35000,5,36
10675,5,37
15000,5,38
10000,3,39
18000,3,40
20000,3,41
13000,5,42
4000,3,43
15000,5,44
6500,3,45
14650,5,46
8000,3,47
9500,3,48
16000,3,49
6000,3,50
15000,3,51
5000,3,52
20000,3,53
25000,3,54
35000,5,55
9600,3,56
14400,3,57
6075,3,58
3000,3,59
35000,3,60
25000,3,61
16000,5,62
3000,3,63
6000,3,64
10000,3,65
15000,5,66
16000,5,67
24000,5,68
1600,3,69
15000,5,70
15000,5,71
10000,5,72
6000,3,1072
16000,3,73
4800,3,1073
25000,3,74
14000,3,1074
12000,3,75
21575,5,1075
16500,5,1076
4000,3,1077
18000,5,76
10500,3,1078
6500,3,77
12000,5,1079
16000,3,78
9600,3,1080
30000,3,79
6000,3,1081
15000,3,80
9000,3,1082
6000,3,1083
14000,5,81
9000,3,1084
1000,3,82
12000,5,1085
5000,3,83
27000,5,1086
40000,3,84
9475,3,1087
9000,3,85
16950,3,1088
14500,3,1089
35000,5,86
24000,5,1090
15000,3,87
26000,3,1091
7000,3,88
12000,3,1092
20000,3,89
1600,3,1093
5375,3,90
10000,3,1094
15000,5,91
14000,3,1095
20000,3,92
5000,3,1096
15000,3,93
5000,3,1097
28000,5,94
12125,3,95
18825,3,1098
25000,3,96
5500,3,1099
10000,3,97
24000,5,1100
10000,3,98
24000,3,1101
4200,3,99
16000,3,1102
17425,3,100
30775,5,1103
10000,5,101
12000,3,1104
15000,3,1105
11250,3,1106
8400,3,1107
40000,5,102
30000,3,1108
15000,3,103
4750,3,104
7075,3,105
18000,5,106
6000,3,107
5600,3,108
9000,3,1109
23900,3,109
10000,3,1110
16375,3,110
16000,5,1111
10000,3,111
16000,5,1112
25000,5,1113
8000,3,1114
20000,5,112
1200,3,1115
5575,3,113
6400,3,1116
12000,5,114
19000,3,1117
12000,5,115
4875,3,1118
30000,5,1119
15000,5,116
20000,3,2072
6000,3,117
21000,3,1120
21000,3,118
10000,3,2073
23000,5,1121
10750,3,2074
2000,3,119
11500,3,2075
20000,3,120
5000,3,1122
